anno,img,label
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bakasana/67-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bakasana/67-1.png,bakasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bakasana/72-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bakasana/72-0.png,bakasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bakasana/62-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bakasana/62-0.png,bakasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bakasana/52-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bakasana/52-0.png,bakasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bakasana/0-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bakasana/0-0.png,bakasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bakasana/65-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bakasana/65-0.png,bakasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bakasana/89-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bakasana/89-0.png,bakasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/33-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/33-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/47-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/47-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/40-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/40-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/7-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/7-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/42-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/42-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/19-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/44-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/44-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/29-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/29-1.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/4-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/4-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/21-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/21-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/82-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/82-1.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/88-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/88-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/74-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/74-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/85-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/85-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/35-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/35-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/70-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/70-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/77-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/77-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/38-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/38-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/97-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/97-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/34-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/34-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/92-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/92-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/6-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/6-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/30-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/30-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/60-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/60-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/45-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/45-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/90-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/90-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/28-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/28-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/23-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/23-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/41-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/41-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/71-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/71-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/2-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/2-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/72-2.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/72-2.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/84-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/84-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/91-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/91-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/76-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/76-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/37-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/37-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/96-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/96-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/14-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/14-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/9-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/9-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/3-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/3-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/66-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/66-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/82-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/82-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/50-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/50-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/99-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/99-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/16-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/16-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/98-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/98-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/95-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/95-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/57-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/57-1.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/18-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/18-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/5-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/5-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/46-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/46-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/61-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/61-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/49-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/49-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/22-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/22-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/78-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/78-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/53-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/53-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/58-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/58-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/8-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/8-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/68-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/68-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/80-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/80-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/10-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/10-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/15-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/15-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/32-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/32-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/62-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/62-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/0-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/0-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/1-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/1-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/65-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/65-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujangasana/89-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/bhujangasana/89-0.png,bhujangasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/33-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/33-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/47-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/47-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/54-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/54-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/42-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/42-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/4-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/4-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/74-2.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/74-2.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/35-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/35-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/31-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/31-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/34-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/34-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/6-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/6-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/45-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/45-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/20-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/20-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/48-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/48-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/36-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/36-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/24-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/24-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/71-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/71-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/27-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/27-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/96-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/96-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/67-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/67-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/50-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/50-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/17-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/17-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/18-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/18-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/5-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/5-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/26-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/26-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/61-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/61-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/49-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/49-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/55-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/55-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/22-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/22-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/8-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/8-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/59-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/59-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/32-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/32-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/12-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/12-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/43-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/43-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/0-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/0-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/1-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/1-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/83-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/83-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/dhanurasana/65-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/dhanurasana/65-0.png,dhanurasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/33-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/33-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/40-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/40-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/7-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/7-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/42-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/42-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/19-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/44-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/44-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/13-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/13-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/29-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/29-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/25-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/25-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/4-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/4-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/21-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/21-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/39-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/39-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/35-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/35-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/31-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/31-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/38-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/38-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/22-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/22-1.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/34-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/34-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/6-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/6-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/30-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/30-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/45-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/45-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/20-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/20-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/28-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/28-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/23-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/23-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/41-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/41-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/36-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/36-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/24-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/24-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/2-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/2-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/27-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/27-0.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/19-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/19-1.png,virabhadrasana i
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana i/File10.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/virabhadrasana i/File10.png,virabhadrasana i
