,anno,img,label
3011,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/88-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/88-0.png,parivrtta trikonasana
3012,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/74-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/74-0.png,parivrtta trikonasana
3013,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/81-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/81-0.png,parivrtta trikonasana
3014,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/38-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/38-0.png,parivrtta trikonasana
3015,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/69-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/69-0.png,parivrtta trikonasana
3016,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/60-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/60-1.png,parivrtta trikonasana
3017,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/94-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/94-0.png,parivrtta trikonasana
3018,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/97-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/97-0.png,parivrtta trikonasana
3019,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/34-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/34-0.png,parivrtta trikonasana
3020,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/6-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/6-0.png,parivrtta trikonasana
3021,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/30-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/30-0.png,parivrtta trikonasana
3022,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/75-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/75-0.png,parivrtta trikonasana
3023,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/60-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/60-0.png,parivrtta trikonasana
3024,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/45-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/45-0.png,parivrtta trikonasana
3025,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/20-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/20-0.png,parivrtta trikonasana
3026,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/48-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/48-0.png,parivrtta trikonasana
3027,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/41-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/41-0.png,parivrtta trikonasana
3028,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/55-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/55-1.png,parivrtta trikonasana
3029,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/36-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/36-0.png,parivrtta trikonasana
3030,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/24-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/24-0.png,parivrtta trikonasana
3031,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/24-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/24-1.png,parivrtta trikonasana
3032,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/37-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/37-0.png,parivrtta trikonasana
3033,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/9-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/9-0.png,parivrtta trikonasana
3034,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/11-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/11-0.png,parivrtta trikonasana
3035,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/82-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/82-0.png,parivrtta trikonasana
3036,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/50-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/50-0.png,parivrtta trikonasana
3037,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/99-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/99-0.png,parivrtta trikonasana
3038,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/16-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/16-0.png,parivrtta trikonasana
3039,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/57-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/57-0.png,parivrtta trikonasana
3040,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/95-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/95-0.png,parivrtta trikonasana
3041,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/17-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/17-0.png,parivrtta trikonasana
3042,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/93-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/93-0.png,parivrtta trikonasana
3043,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/5-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/5-0.png,parivrtta trikonasana
3044,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/3-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/3-1.png,parivrtta trikonasana
3045,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/46-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/46-0.png,parivrtta trikonasana
3046,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/86-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/86-0.png,parivrtta trikonasana
3047,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/65-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/65-1.png,parivrtta trikonasana
3048,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/78-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/78-0.png,parivrtta trikonasana
3049,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/16-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/16-1.png,parivrtta trikonasana
3050,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/53-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/53-0.png,parivrtta trikonasana
3051,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/58-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/58-0.png,parivrtta trikonasana
3052,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/55-2.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/55-2.png,parivrtta trikonasana
3053,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/15-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/15-0.png,parivrtta trikonasana
3054,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/63-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/63-0.png,parivrtta trikonasana
3055,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/12-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/12-0.png,parivrtta trikonasana
3056,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/52-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/52-0.png,parivrtta trikonasana
3057,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/43-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/43-0.png,parivrtta trikonasana
3058,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/0-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/0-0.png,parivrtta trikonasana
3059,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/1-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/parivrtta trikonasana/1-0.png,parivrtta trikonasana
3195,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/47-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/47-0.png,natarajasana
3196,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/40-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/40-0.png,natarajasana
3197,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/7-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/7-0.png,natarajasana
3198,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/54-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/54-0.png,natarajasana
3199,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/42-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/42-0.png,natarajasana
3200,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/95-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/95-1.png,natarajasana
3201,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/19-0.png,natarajasana
3202,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/44-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/44-0.png,natarajasana
3203,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/45-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/45-1.png,natarajasana
3204,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/13-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/13-0.png,natarajasana
3205,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/29-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/29-0.png,natarajasana
3206,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/25-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/25-0.png,natarajasana
3207,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/4-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/4-0.png,natarajasana
3208,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/39-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/39-0.png,natarajasana
3209,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/35-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/35-0.png,natarajasana
3210,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/73-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/73-0.png,natarajasana
3211,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/77-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/77-0.png,natarajasana
3212,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/31-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/31-0.png,natarajasana
3213,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/38-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/38-0.png,natarajasana
3214,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/34-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/34-0.png,natarajasana
3215,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/6-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/6-0.png,natarajasana
3216,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/75-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/75-0.png,natarajasana
3217,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/45-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/45-0.png,natarajasana
3218,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/20-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/20-0.png,natarajasana
3219,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/30-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/30-1.png,natarajasana
3220,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/28-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/28-0.png,natarajasana
3221,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/23-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/23-0.png,natarajasana
3222,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/41-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/41-0.png,natarajasana
3223,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/36-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/36-0.png,natarajasana
3224,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/2-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/2-0.png,natarajasana
3225,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/27-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/27-0.png,natarajasana
3226,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/64-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/64-0.png,natarajasana
3227,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/91-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/91-0.png,natarajasana
3228,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/37-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/37-0.png,natarajasana
3229,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/6-5.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/6-5.png,natarajasana
3230,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/96-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/96-0.png,natarajasana
3231,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/14-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/14-0.png,natarajasana
3232,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/3-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/3-0.png,natarajasana
3233,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/66-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/66-0.png,natarajasana
3234,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/11-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/11-0.png,natarajasana
3235,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/50-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/50-0.png,natarajasana
3236,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/99-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/99-0.png,natarajasana
3237,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/16-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/16-0.png,natarajasana
3238,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/98-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/98-0.png,natarajasana
3239,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/95-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/95-0.png,natarajasana
3240,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/18-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/18-0.png,natarajasana
3241,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/93-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/93-0.png,natarajasana
3242,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/5-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/5-0.png,natarajasana
3243,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/46-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/46-0.png,natarajasana
3244,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/61-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/61-0.png,natarajasana
3245,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/86-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/86-0.png,natarajasana
3246,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/55-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/55-0.png,natarajasana
3247,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/22-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/22-0.png,natarajasana
3248,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/8-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/8-0.png,natarajasana
3249,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/68-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/68-0.png,natarajasana
3250,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/80-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/80-0.png,natarajasana
3251,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/59-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/59-0.png,natarajasana
3252,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/15-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/15-0.png,natarajasana
3253,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/10-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/10-1.png,natarajasana
3254,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/76-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/76-1.png,natarajasana
3255,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/12-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/12-0.png,natarajasana
3256,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/62-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/62-0.png,natarajasana
3257,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/52-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/52-0.png,natarajasana
3258,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/43-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/43-0.png,natarajasana
3259,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/1-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/1-0.png,natarajasana
3260,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/83-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/83-0.png,natarajasana
3261,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/65-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/natarajasana/65-0.png,natarajasana
3262,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/savasana/33-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/savasana/33-0.png,savasana
3263,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/savasana/47-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/savasana/47-0.png,savasana
3264,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/savasana/40-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/savasana/40-0.png,savasana
3265,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/savasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/savasana/19-0.png,savasana
3266,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/savasana/13-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/savasana/13-0.png,savasana
3267,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/savasana/29-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/savasana/29-0.png,savasana
3268,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/savasana/76-2.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/savasana/76-2.png,savasana
3269,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/savasana/25-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/savasana/25-0.png,savasana
3270,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/savasana/4-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/savasana/4-0.png,savasana
3271,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/savasana/21-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/savasana/21-0.png,savasana
3272,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/savasana/32-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/savasana/32-1.png,savasana
3273,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/savasana/39-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/savasana/39-0.png,savasana
3274,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/savasana/85-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/savasana/85-0.png,savasana
3275,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/savasana/73-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/savasana/73-0.png,savasana
3276,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/savasana/70-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/savasana/70-0.png,savasana
3277,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/savasana/38-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/savasana/38-0.png,savasana
3278,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/savasana/93-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/savasana/93-1.png,savasana
3279,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/savasana/34-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/savasana/34-0.png,savasana
3280,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/savasana/92-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/savasana/92-0.png,savasana
3281,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/savasana/6-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/savasana/6-0.png,savasana
3282,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/savasana/30-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/savasana/30-0.png,savasana
3283,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/savasana/75-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/savasana/75-0.png,savasana
