keys_0_anno,keys_1_anno,keys_2_anno,score_0,score_1,score_2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/29-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/4-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/43-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/25-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/7-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/20-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/4-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/83-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salabhasana/72-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/39-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/20-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ananda balasana/80-3.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/75-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/17-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/42. lotus-pose.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/29-5.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/75-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/58-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/88-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/73-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/urdhva dhanurasana/9-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/79-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/92-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/prasarita padottanasana/71-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/73-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/9-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/urdhva prasarita eka padasana/79-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/77-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/62-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana ii/40-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/38-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/62-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/utkatasana/22. chair-pose.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/69-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/12-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/savasana/1-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/97-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/47-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bakasana/46-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/29-3.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/42-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/halasana/3-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/92-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/2-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana ii/18-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/75-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/45-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vasisthasana/15-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/45-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/64-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/malasana/14-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/20-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/1-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/utkatasana/13. af2078559c060f0fe40809c32159dcd8.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/29-4.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/91-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/malasana/60-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/23-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/12-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/19-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/36-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/utthita parsvakonasana/78-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/24-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/97-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/30-1.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/71-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/66-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bitilasana/84-1.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/2-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/9-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/48-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/64-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/58-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha matsyendrasana/63-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/64-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/5-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta virasana/4-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/91-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/92-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/malasana/90-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/76-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/66-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/halasana/8-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/37-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/76-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/utkatasana/30. sara-in-chair-pose-responding-to-the-instruction-to-puff-the-kidneys-and-open-the.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/9-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/72-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paschimottanasana/105-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/66-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/20-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/utthita hasta padangustasana/83-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/17-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/23-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/89-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/87-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/7-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/gomukhasana/11-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/18-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/89-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/92-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/79-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/0-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/tittibhasana/91-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/93-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/97-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/6-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/5-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/71-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salabhasana/72-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/51-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/16-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha matsyendrasana/2-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/26-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/97-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paschimottanasana/102-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/49-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/12-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/19-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/22-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/26-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/35-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/16-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/53-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta padangusthasana/13-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/53-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/16-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/halasana/29-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/58-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/1-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salabhasana/77-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/8-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/76-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/12-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/80-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/79-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salabhasana/98-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/59-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/29-3.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/23-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/10-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/42-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/40-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/15-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/9-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta baddha konasana/12-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/32-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/91-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/11-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/12-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/71-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/baddha konasana/94. unnamed1.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/72-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/73-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vasisthasana/89-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/62-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/93-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha matsyendrasana/59-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/43-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/24-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/gomukhasana/84-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/0-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/64-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/utkatasana/9. chair-pose-yoga-blocks-567x567.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/1-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/32-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/27-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/83-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/89-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujapidasana/167-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/89-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/8-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/utkatasana/27. breaking-down-utkatasana_chair-pose.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/33-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/93-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/3-1.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/40-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/8-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/89-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/7-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/57-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/70-3.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/54-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/63-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/39-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/21-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vasisthasana/7-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/13-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/15-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bakasana/98-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/25-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/39-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta padangusthasana/42-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/56-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/8-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/utthita hasta padangustasana/10-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/21-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/90-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/2-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/39-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/48-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/48-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/88-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/38-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana ii/0-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/35-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/15-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salabhasana/85-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/81-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/53-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana iii/74-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/73-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/95-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/39-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/70-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/41-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/6-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/31-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/37-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parsva bakasana/38-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/38-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/25-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ananda balasana/25-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/34-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/55-1.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/6-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/86-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta virasana/26-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/30-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/61-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/82-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/90-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/80-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/prasarita padottanasana/87-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/84-2.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/25-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta virasana/44-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/48-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/37-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/utthita trikonasana/1-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/28-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/21-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/36-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/23-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/56-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/57-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/41-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/62-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/55-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/2-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/31-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/8-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/44-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/88-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bitilasana/16-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/64-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/61-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/12-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/76-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/17-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/40-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/37-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/84-2.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/78-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/14-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/88-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/adho mukha svanasana/72.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/3-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/90-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/utthita hasta padangustasana/92-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/67-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/23-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ananda balasana/47-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/11-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/73-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/urdhva dhanurasana/69-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/82-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/56-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta virasana/16-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/16-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/23-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha matsyendrasana/57-0.txt,0,1,2
